time,OCV,SOC,disCapacity
13139.997000000003,4.03975,0.8006429943108667,2.78074
13199.997999999992,4.03899,0.7997331645533203,2.78074
13259.997999999992,4.03806,0.7988233347957737,2.78074
13320.0,4.037305,0.7979099088731777,2.78074
13379.99900000001,4.03638,0.7969964829505815,2.78074
13439.99900000001,4.035615,0.7960830570279852,2.78074
13499.997000000003,4.034689999999999,0.7951732272704388,2.78074
13560.0,4.033849999999999,0.7942633975128922,2.78074
13619.99900000001,4.033005,0.7933499715902961,2.78074
13679.99900000001,4.0320800000000006,0.7924401418327495,2.78074
13740.0,4.03124,0.7915231197451038,2.78074
13799.997000000003,4.03031,0.7906132899875572,2.78074
13859.99900000001,4.02955,0.7896998640649611,2.78074
13919.997999999992,4.028625,0.7887864381423649,2.78074
13980.0,4.027695,0.7878766083848183,2.78074
14040.0,4.026854999999999,0.7869631824622223,2.78074
14099.99900000001,4.02593,0.7860533527046757,2.78074
14159.997000000003,4.02508,0.7851399267820794,2.78074
14219.997999999992,4.02424,0.7842300970245331,2.78074
14280.00099999999,4.023315,0.7833238634320361,2.78074
14340.0,4.022385,0.7824104375094398,2.78074
14400.00099999999,4.02146,0.7814970115868437,2.78074
14460.0,4.02045,0.7805871818292972,2.78074
14519.997000000003,4.01977,0.7796737559067011,2.78074
14580.0,4.018845,0.7787639261491545,2.78074
14639.997999999992,4.01792,0.7778505002265582,2.78074
14700.0,4.01708,0.7769406704690118,2.78074
14759.99900000001,4.01615,0.7760272445464156,2.78074
14819.99900000001,4.015305,0.7751174147888692,2.78074
14879.997000000003,4.01438,0.774203988866273,2.78074
14939.99900000001,4.01345,0.7732941591087263,2.78074
14999.997999999992,4.012525,0.7723807331861303,2.78074
15059.99900000001,4.011685,0.7714709034285837,2.78074
15119.997999999992,4.01076,0.7705574775059876,2.78074
15180.0,4.009825,0.7696440515833914,2.78074
15240.0,4.008900000000001,0.7687342218258448,2.78074
15300.00099999999,4.007975,0.7678207959032487,2.78074
15359.99900000001,4.00713,0.7669073699806526,2.78074
15420.0,4.00629,0.7659975402231061,2.78074
15479.99900000001,4.00536,0.7650841143005098,2.78074
15539.99900000001,4.004519999999999,0.7641742845429632,2.78074
15599.997999999992,4.00351,0.7632608586203672,2.78074
15660.0,4.00258,0.7623474326977709,2.78074
15719.99900000001,4.00174,0.7614340067751749,2.78074
15780.0,4.00081,0.7605241770176283,2.78074
15839.99900000001,3.99988,0.7596107510950323,2.78074
15900.00099999999,3.99904,0.758697325172436,2.78074
15959.997000000003,3.99803,0.7577874954148894,2.78074
16019.997999999992,3.9971900000000002,0.7568740694922934,2.78074
16079.99900000001,3.9962549999999997,0.7559606435696972,2.78074
16139.997000000003,3.9954150000000004,0.7550508138121507,2.78074
16200.00099999999,3.99449,0.7541373878895545,2.78074
16260.0,3.9936499999999997,0.7532239619669584,2.78074
16319.997999999992,3.9927200000000003,0.7523141322094118,2.78074
16379.997999999992,3.9918750000000003,0.7514007062868157,2.78074
16439.99900000001,3.9909499999999998,0.7504908765292692,2.78074
16499.99900000001,3.990025,0.7495774506066729,2.78074
16560.0,3.98918,0.7486676208491265,2.78074
16619.997999999992,3.9882549999999997,0.7477541949265303,2.78074
16679.99900000001,3.9874099999999997,0.746840769003934,2.78074
16739.997999999992,3.9865649999999997,0.7459309392463876,2.78074
16800.0,3.98564,0.7450175133237914,2.78074
16859.997999999992,3.984715,0.744107683566245,2.78074
16919.99900000001,3.9838699999999996,0.7431942576436488,2.78074
16980.0,3.9830249999999996,0.7422844278861022,2.78074
17039.997000000003,3.982185,0.741371001963506,2.78074
17099.997999999992,3.9812600000000002,0.7404611722059595,2.78074
17160.00099999999,3.980415,0.7395477462833634,2.78074
17219.997999999992,3.9794850000000004,0.7386379165258168,2.78074
17279.99900000001,3.978645,0.7377244906032207,2.78074
17340.0,3.977805,0.7368110646806245,2.78074
17399.99900000001,3.9769550000000002,0.7359012349230779,2.78074
17459.997999999992,3.97603,0.7349842128354322,2.78074
17520.0,3.975275,0.7340743830778856,2.78074
17579.997999999992,3.9743500000000003,0.7331645533203393,2.78074
17639.997999999992,3.9735,0.7322547235627926,2.78074
17699.99900000001,3.9726600000000003,0.7313412976401964,2.78074
17760.0,3.97182,0.7304314678826499,2.78074
17820.00099999999,3.970975,0.7295216381251033,2.78074
17880.0,3.97013,0.7286046160374576,2.78074
17940.0,3.96929,0.727694786279911,2.78074
17999.997000000003,3.96845,0.7267849565223644,2.78074
18059.997999999992,3.967605,0.7258679344347188,2.78074
18119.99900000001,3.96676,0.7249581046771721,2.78074
18180.0,3.9659199999999997,0.7240446787545761,2.78074
18239.99900000001,3.965075,0.7231348489970295,2.78074
18299.997999999992,3.9644,0.7222214230744333,2.78074
18360.00099999999,3.96356,0.7213115933168869,2.78074
18419.997999999992,3.962715,0.7203981673942906,2.78074
18479.99900000001,3.9618700000000002,0.7194883376367442,2.78074
18540.00099999999,3.96103,0.718574911714148,2.78074
18599.997999999992,3.96027,0.7176650819566015,2.78074
18659.997999999992,3.9594300000000002,0.7167516560340054,2.78074
18720.0,3.9586699999999997,0.7158418262764588,2.78074
18779.997999999992,3.95783,0.7149284003538626,2.78074
18840.0,3.956985,0.7140149744312664,2.78074
18899.99900000001,3.956225,0.7131015485086702,2.78074
18959.997999999992,3.95547,0.7121917187511237,2.78074
19019.99900000001,3.954625,0.7112818889935771,2.78074
19080.0,3.9538650000000004,0.710368463070981,2.78074
19140.0,3.9530250000000002,0.7094586333134345,2.78074
19199.997000000003,3.95235,0.7085452073908384,2.78074
19259.997999999992,3.951505,0.7076317814682422,2.78074
19320.0,3.95075,0.7067219517106956,2.78074
19380.0,3.94999,0.7058121219531491,2.78074
19440.0,3.9491449999999997,0.704898696030553,2.78074
19499.997000000003,3.948475,0.7039852701079569,2.78074
19559.997999999992,3.94763,0.7030754403504103,2.78074
19619.99900000001,3.946955,0.7021620144278141,2.78074
19679.997999999992,3.946115,0.7012521846702675,2.78074
19740.0,3.945355,0.7003387587476714,2.78074
19800.00099999999,3.9445949999999996,0.6994289289901249,2.78074
19859.99900000001,3.943835,0.6985155030675287,2.78074
19919.99900000001,3.9430750000000003,0.6976020771449326,2.78074
19979.99900000001,3.942235,0.696692247387386,2.78074
20039.997999999992,3.94156,0.6957788214647899,2.78074
20100.0,3.9408000000000003,0.6948689917072434,2.78074
20159.997999999992,3.9400449999999996,0.6939555657846472,2.78074
20219.99900000001,3.9393700000000003,0.6930457360271006,2.78074
20279.997999999992,3.9386099999999997,0.6921323101045045,2.78074
20340.0,3.937855,0.691222480346958,2.78074
20399.99900000001,3.93709,0.6903090544243619,2.78074
20459.997000000003,3.9363349999999997,0.6893992246668152,2.78074
20519.99900000001,3.93558,0.6884857987442191,2.78074
20579.99900000001,3.9349,0.687572372821623,2.78074
20640.0,3.9340599999999997,0.6866589468990267,2.78074
20700.00099999999,3.93339,0.6857491171414802,2.78074
20760.00099999999,3.932625,0.6848356912188841,2.78074
20819.99900000001,3.931955,0.683922265296288,2.78074
20879.997999999992,3.931275,0.6830124355387415,2.78074
20940.0,3.930435,0.6820990096161453,2.78074
20999.99900000001,3.929765,0.6811891798585987,2.78074
21060.00099999999,3.9290000000000003,0.6802757539360026,2.78074
21119.997999999992,3.92833,0.6793623280134065,2.78074
21179.997999999992,3.9275700000000002,0.67845249825586,2.78074
21239.99900000001,3.926895,0.6775426684983133,2.78074
21299.997999999992,3.92614,0.6766292425757172,2.78074
21359.997999999992,3.92538,0.6757158166531211,2.78074
21419.997999999992,3.92462,0.6748059868955745,2.78074
21479.997999999992,3.923945,0.6738925609729783,2.78074
21539.99900000001,3.92319,0.6729827312154318,2.78074
21599.997999999992,3.922515,0.6720729014578852,2.78074
21660.0,3.921755,0.6711594755352891,2.78074
21719.997999999992,3.92108,0.6702496457777426,2.78074
21780.0,3.92032,0.6693362198551465,2.78074
21840.00099999999,3.91965,0.6684227939325503,2.78074
21899.99900000001,3.91889,0.6675093680099542,2.78074
21960.0,3.9181299999999997,0.6665995382524076,2.78074
22020.00099999999,3.91746,0.6656861123298115,2.78074
22079.99900000001,3.9167,0.6647726864072153,2.78074
22140.0,3.9160250000000003,0.6638628566496687,2.78074
22199.99900000001,3.9152649999999998,0.6629494307270726,2.78074
22260.00099999999,3.914595,0.6620396009695261,2.78074
22319.996000000014,3.91383,0.6611297712119795,2.78074
22380.00099999999,3.913075,0.660219941454433,2.78074
22439.99900000001,3.912315,0.6593065155318368,2.78074
22500.0,3.9116400000000002,0.6583966857742902,2.78074
22560.00099999999,3.910965,0.6574796636866445,2.78074
22619.99900000001,3.91021,0.6565662377640483,2.78074
22679.997999999992,3.90945,0.6556564080065018,2.78074
22739.997999999992,3.90869,0.6547429820839057,2.78074
22800.0,3.907935,0.6538331523263592,2.78074
22859.997000000003,3.907175,0.6529233225688126,2.78074
22919.997999999992,3.906415,0.6520098966462164,2.78074
22980.0,3.9056550000000003,0.6510964707236203,2.78074
23040.0,3.904985,0.6501830448010242,2.78074
23099.99900000001,3.90414,0.649269618878428,2.78074
23160.0,3.903385,0.6483597891208814,2.78074
23219.99900000001,3.9026199999999998,0.6474463631982853,2.78074
23279.99900000001,3.9019500000000003,0.6465329372756892,2.78074
23340.0,3.9011050000000003,0.6456231075181426,2.78074
23400.00099999999,3.900265,0.6447132777605961,2.78074
23459.99900000001,3.899585,0.6437998518379999,2.78074
23519.997999999992,3.898745,0.6428900220804533,2.78074
23579.99900000001,3.89799,0.6419765961578572,2.78074
23640.00099999999,3.89723,0.6410667664003107,2.78074
23700.00099999999,3.8963900000000002,0.6401533404777145,2.78074
23759.997999999992,3.8955450000000003,0.639243510720168,2.78074
23820.0,3.894785,0.6383300847975718,2.78074
23879.997999999992,3.89394,0.6374202550400253,2.78074
23939.99900000001,3.893185,0.6365068291174291,2.78074
23999.997999999992,3.89234,0.6355934031948329,2.78074
24060.00099999999,3.891585,0.6346835734372864,2.78074
24119.997999999992,3.89074,0.6337701475146903,2.78074
24179.99900000001,3.8899850000000002,0.6328603177571437,2.78074
24240.0,3.889055,0.6319468918345476,2.78074
24300.0,3.8882149999999998,0.631037062077001,2.78074
24360.00099999999,3.887365,0.6301236361544049,2.78074
24419.997000000003,3.886525,0.6292102102318088,2.78074
24479.997999999992,3.885595,0.6282967843092127,2.78074
24539.997000000003,3.88484,0.627386954551666,2.78074
24599.99900000001,3.88391,0.6264735286290699,2.78074
24660.00099999999,3.882985,0.6255636988715234,2.78074
24720.00099999999,3.8821399999999997,0.6246502729489273,2.78074
24779.99900000001,3.8813,0.6237404431913807,2.78074
24839.99900000001,3.880455,0.6228306134338341,2.78074
24900.0,3.87953,0.6219171875112379,2.78074
24959.997999999992,3.878685,0.6210037615886418,2.78074
25020.0,3.8777600000000003,0.6200939318310953,2.78074
25080.0,3.876835,0.6191805059084992,2.78074
25140.0,3.87599,0.6182706761509525,2.78074
25200.00099999999,3.875065,0.6173572502283564,2.78074
25260.00099999999,3.874135,0.6164474204708099,2.78074
25320.00099999999,3.8732949999999997,0.6155339945482138,2.78074
25380.0,3.872365,0.6146241647906672,2.78074
25440.004000000015,3.871525,0.6137143350331207,2.78074
25499.997000000003,3.870595,0.6127973129454749,2.78074
25559.997000000003,3.86967,0.6118874831879284,2.78074
25619.99900000001,3.868825,0.6109740572653322,2.78074
25679.997999999992,3.8678999999999997,0.610060631342736,2.78074
25739.997999999992,3.86714,0.6091508015851894,2.78074
25799.99900000001,3.8662150000000004,0.6082409718276429,2.78074
25859.997999999992,3.865285,0.6073275459050468,2.78074
25920.002999999997,3.8645300000000002,0.6064177161475003,2.78074
25979.99900000001,3.8636,0.6055042902249042,2.78074
26039.997000000003,3.8626750000000003,0.604590864302308,2.78074
26100.0,3.8619149999999998,0.6036810345447614,2.78074
26159.997999999992,3.86099,0.6027676086221653,2.78074
26219.997999999992,3.860145,0.6018577788646188,2.78074
26279.997999999992,3.8593900000000003,0.6009443529420226,2.78074
26339.997999999992,3.85863,0.600034523184476,2.78074
26400.002000000008,3.857705,0.5991210972618799,2.78074
26459.99900000001,3.856855,0.5982112675043333,2.78074
26519.99900000001,3.856015,0.5972978415817372,2.78074
26579.997999999992,3.855255,0.5963880118241907,2.78074
26639.99900000001,3.854415,0.5954745859015945,2.78074
26699.99900000001,3.853575,0.5945647561440479,2.78074
26759.997999999992,3.852815,0.5936549263865014,2.78074
26820.0,3.852055,0.5927486927940044,2.78074
26879.997999999992,3.85121,0.5918388630364579,2.78074
26940.0,3.85037,0.5909254371138618,2.78074
27000.0,3.8496949999999996,0.5900120111912656,2.78074
27059.997000000003,3.848855,0.5891021814337191,2.78074
27120.00099999999,3.84809,0.5881887555111228,2.78074
27179.99900000001,3.84725,0.5872753295885267,2.78074
27240.0,3.8465749999999996,0.5863619036659306,2.78074
27300.00099999999,3.845735,0.585452073908384,2.78074
27360.00099999999,3.8449799999999996,0.5845386479857879,2.78074
27419.997999999992,3.844215,0.5836288182282413,2.78074
27480.0,3.843375,0.5827153923056452,2.78074
27539.997000000003,3.8427,0.5818055625480987,2.78074
27600.0,3.841945,0.5808921366255025,2.78074
27659.99900000001,3.84118,0.579982306867956,2.78074
27719.997999999992,3.840425,0.5790688809453598,2.78074
27779.997999999992,3.839665,0.5781590511878133,2.78074
27839.99900000001,3.838825,0.5772456252652172,2.78074
27900.0,3.838065,0.576332199342621,2.78074
27960.0,3.8373049999999997,0.5754187734200249,2.78074
28020.0,3.83655,0.5745053474974287,2.78074
28080.0,3.835875,0.5735955177398822,2.78074
28140.002999999997,3.835115,0.5726820918172859,2.78074
28199.99900000001,3.8343550000000004,0.5717686658946898,2.78074
28259.997000000003,3.8335150000000002,0.5708588361371433,2.78074
28319.99900000001,3.832755,0.5699454102145471,2.78074
28379.997000000003,3.831995,0.5690355804570006,2.78074
28440.00099999999,3.83124,0.5681221545344045,2.78074
28499.99900000001,3.8304799999999997,0.5672123247768579,2.78074
28560.0,3.829635,0.5663024950193114,2.78074
28619.997999999992,3.828875,0.5653890690967153,2.78074
28679.99900000001,3.82812,0.5644756431741191,2.78074
28739.99900000001,3.8273650000000004,0.563562217251523,2.78074
28800.0,3.8266,0.5626451951638772,2.78074
28859.997999999992,3.825845,0.5617353654063307,2.78074
28920.002000000008,3.825,0.5608219394837345,2.78074
28979.997000000003,3.8242450000000003,0.5599085135611384,2.78074
29039.997999999992,3.823485,0.5589986838035917,2.78074
29099.99900000001,3.822725,0.5580888540460452,2.78074
29160.0,3.821885,0.5571718319583995,2.78074
29220.0,3.8211199999999996,0.5562584060358033,2.78074
29280.00099999999,3.8202800000000003,0.5553449801132072,2.78074
29340.002000000008,3.819525,0.5544315541906111,2.78074
29400.0,3.81868,0.5535217244330645,2.78074
29460.00099999999,3.81792,0.5526082985104683,2.78074
29519.99900000001,3.81708,0.5516948725878722,2.78074
29579.99900000001,3.816235,0.5507814466652761,2.78074
29639.997999999992,3.815475,0.5498680207426799,2.78074
29700.0,3.814635,0.5489545948200838,2.78074
29760.0,3.81379,0.5480447650625373,2.78074
29820.00099999999,3.813035,0.5471313391399412,2.78074
29880.0,3.81219,0.546217913217345,2.78074
29939.997999999992,3.811345,0.5453080834597984,2.78074
29999.99900000001,3.810505,0.5443946575372023,2.78074
30060.0,3.8097450000000004,0.5434848277796558,2.78074
30120.0,3.8089,0.54256780569201,2.78074
30179.997999999992,3.8080600000000002,0.5416579759344634,2.78074
30239.997999999992,3.80722,0.5407445500118673,2.78074
30300.0,3.806375,0.5398311240892711,2.78074
30360.0,3.80553,0.5389212943317245,2.78074
30420.0,3.804605,0.5380078684091284,2.78074
30480.005000000005,3.803765,0.5370980386515819,2.78074
30540.00099999999,3.8029200000000003,0.5361882088940354,2.78074
30599.997000000003,3.801995,0.5352783791364888,2.78074
30659.997999999992,3.80115,0.5343649532138927,2.78074
30720.00099999999,3.80022,0.5334551234563462,2.78074
30780.0,3.799295,0.53254169753375,2.78074
30839.99900000001,3.7983700000000002,0.5316318677762034,2.78074
30899.997999999992,3.79736,0.5307220380186569,2.78074
30960.0,3.79643,0.5298122082611103,2.78074
31019.997999999992,3.79542,0.5288951861734645,2.78074
31080.002000000008,3.7943249999999997,0.527985356415918,2.78074
31140.00099999999,3.79331,0.5270755266583714,2.78074
31199.997999999992,3.7923,0.5261656969008249,2.78074
31259.997999999992,3.7911200000000003,0.5252522709782288,2.78074
31320.0,3.7901949999999998,0.5243424412206822,2.78074
31380.0,3.78901,0.5234362076281853,2.78074
31440.00099999999,3.787915,0.5225227817055892,2.78074
31499.997000000003,3.7868199999999996,0.5216129519480426,2.78074
31560.0,3.78573,0.520703122190496,2.78074
31620.0,3.7847150000000003,0.5197932924329495,2.78074
31680.0,3.783535,0.5188798665103533,2.78074
31739.997000000003,3.7824400000000002,0.5179664405877572,2.78074
31799.99900000001,3.781345,0.517053014665161,2.78074
31859.997999999992,3.78033,0.5161431849076145,2.78074
31920.0,3.779235,0.5152297589850183,2.78074
31979.997999999992,3.77814,0.5143199292274718,2.78074
32039.99900000001,3.777125,0.5134065033048757,2.78074
32100.0,3.77612,0.5124966735473291,2.78074
32160.00099999999,3.775195,0.511583247624733,2.78074
32219.997000000003,3.7741800000000003,0.5106734178671865,2.78074
32280.0,3.773085,0.5097599919445903,2.78074
32339.997999999992,3.772075,0.5088501621870437,2.78074
32399.99900000001,3.7711449999999997,0.5079367362644476,2.78074
32459.99900000001,3.77013,0.5070233103418514,2.78074
32520.00099999999,3.7692050000000004,0.5061134805843048,2.78074
32579.99900000001,3.768195,0.5052036508267583,2.78074
32639.99900000001,3.76727,0.5042902249041622,2.78074
32700.0,3.76634,0.503376798981566,2.78074
32760.0,3.765415,0.5024633730589698,2.78074
32820.0,3.764575,0.5015535433014233,2.78074
32879.99900000001,3.763725,0.5006401173788272,2.78074
32939.99799999999,3.7628,0.49972669145623105,2.78074
33000.0,3.761875,0.4988168616986845,2.78074
33059.99900000001,3.7609500000000002,0.49790343577608837,2.78074
33119.99900000001,3.7601050000000003,0.49699360601854176,2.78074
33180.0,3.7591799999999997,0.49608377626099526,2.78074
33240.00099999999,3.7583349999999998,0.49517394650344865,2.78074
33299.99900000001,3.7574050000000003,0.4942605205808525,2.78074
33360.0,3.75648,0.4933470946582564,2.78074
33419.99900000001,3.755725,0.4924372649007098,2.78074
33480.00099999999,3.754875,0.4915238389781137,2.78074
33539.99900000001,3.7539499999999997,0.4906140092205672,2.78074
33599.99799999999,3.75311,0.48970058329797106,2.78074
33659.997,3.75227,0.4887871573753748,2.78074
33720.0,3.751505,0.4878773276178283,2.78074
33779.99900000001,3.7505800000000002,0.48696749786028176,2.78074
33839.99900000001,3.74974,0.48605047577263605,2.78074
33900.00099999999,3.748895,0.4851406460150895,2.78074
33959.997,3.74805,0.4842308162575429,2.78074
